question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
Is glucose phosphate isomerase deficiency inherited ?,0000412-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",glucose phosphate isomerase deficiency,0000412,GHR,https://ghr.nlm.nih.gov/condition/glucose-phosphate-isomerase-deficiency,C3469598,T047,Disorders
What are the treatments for glucose phosphate isomerase deficiency ?,0000412-5,treatment,"These resources address the diagnosis or management of GPI deficiency:  - Genetic Testing Registry: Glucosephosphate isomerase deficiency  - Genetic Testing Registry: Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency  - National Heart, Lung, and Blood Institute: How is Hemolytic Anemia Diagnosed?  - National Heart, Lung, and Blood Institute: How is Hemolytic Anemia Treated?   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",glucose phosphate isomerase deficiency,0000412,GHR,https://ghr.nlm.nih.gov/condition/glucose-phosphate-isomerase-deficiency,C3469598,T047,Disorders
What is (are) glucose-6-phosphate dehydrogenase deficiency ?,0000413-1,information,"Glucose-6-phosphate dehydrogenase deficiency is a genetic disorder that occurs most often in males. This condition mainly affects red blood cells, which carry oxygen from the lungs to tissues throughout the body. In affected individuals, a defect in an enzyme called glucose-6-phosphate dehydrogenase causes red blood cells to break down prematurely. This destruction of red blood cells is called hemolysis.  The most common medical problem associated with glucose-6-phosphate dehydrogenase deficiency is hemolytic anemia, which occurs when red blood cells are destroyed faster than the body can replace them. This type of anemia leads to paleness, yellowing of the skin and whites of the eyes (jaundice), dark urine, fatigue, shortness of breath, and a rapid heart rate. In people with glucose-6-dehydrogenase deficiency, hemolytic anemia is most often triggered by bacterial or viral infections or by certain drugs (such as some antibiotics and medications used to treat malaria). Hemolytic anemia can also occur after eating fava beans or inhaling pollen from fava plants (a reaction called favism).  Glucose-6-dehydrogenase deficiency is also a significant cause of mild to severe jaundice in newborns. Many people with this disorder, however, never experience any signs or symptoms.",glucose-6-phosphate dehydrogenase deficiency,0000413,GHR,https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,C2939465,T047,Disorders
How many people are affected by glucose-6-phosphate dehydrogenase deficiency ?,0000413-2,frequency,"An estimated 400 million people worldwide have glucose-6-phosphate dehydrogenase deficiency. This condition occurs most frequently in certain parts of Africa, Asia, and the Mediterranean. It affects about 1 in 10 African American males in the United States.",glucose-6-phosphate dehydrogenase deficiency,0000413,GHR,https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,C2939465,T047,Disorders
What are the genetic changes related to glucose-6-phosphate dehydrogenase deficiency ?,0000413-3,genetic changes,"Mutations in the G6PD gene cause glucose-6-phosphate dehydrogenase deficiency.  The G6PD gene provides instructions for making an enzyme called glucose-6-phosphate dehydrogenase. This enzyme is involved in the normal processing of carbohydrates. It also protects red blood cells from the effects of potentially harmful molecules called reactive oxygen species. Reactive oxygen species are byproducts of normal cellular functions. Chemical reactions involving glucose-6-phosphate dehydrogenase produce compounds that prevent reactive oxygen species from building up to toxic levels within red blood cells.  If mutations in the G6PD gene reduce the amount of glucose-6-phosphate dehydrogenase or alter its structure, this enzyme can no longer play its protective role. As a result, reactive oxygen species can accumulate and damage red blood cells. Factors such as infections, certain drugs, or ingesting fava beans can increase the levels of reactive oxygen species, causing red blood cells to be destroyed faster than the body can replace them. A reduction in the amount of red blood cells causes the signs and symptoms of hemolytic anemia.  Researchers believe that carriers of a G6PD mutation may be partially protected against malaria, an infectious disease carried by a certain type of mosquito. A reduction in the amount of functional glucose-6-dehydrogenase appears to make it more difficult for this parasite to invade red blood cells. Glucose-6-phosphate dehydrogenase deficiency occurs most frequently in areas of the world where malaria is common.",glucose-6-phosphate dehydrogenase deficiency,0000413,GHR,https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,C2939465,T047,Disorders
Is glucose-6-phosphate dehydrogenase deficiency inherited ?,0000413-4,inheritance,"This condition is inherited in an X-linked recessive pattern. The gene associated with this condition is located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females (who have two X chromosomes), a mutation would have to occur in both copies of the gene to cause the disorder. Because it is unlikely that females will have two altered copies of this gene, males are affected by X-linked recessive disorders much more frequently than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.",glucose-6-phosphate dehydrogenase deficiency,0000413,GHR,https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,C2939465,T047,Disorders
What are the treatments for glucose-6-phosphate dehydrogenase deficiency ?,0000413-5,treatment,These resources address the diagnosis or management of glucose-6-phosphate dehydrogenase deficiency:  - Baby's First Test  - Genetic Testing Registry: Glucose 6 phosphate dehydrogenase deficiency  - MedlinePlus Encyclopedia: Glucose-6-phosphate dehydrogenase deficiency  - MedlinePlus Encyclopedia: Glucose-6-phosphate dehydrogenase test  - MedlinePlus Encyclopedia: Hemolytic anemia  - MedlinePlus Encyclopedia: Newborn jaundice   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,glucose-6-phosphate dehydrogenase deficiency,0000413,GHR,https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,C2939465,T047,Disorders
What is (are) glucose-galactose malabsorption ?,0000414-1,information,"Glucose-galactose malabsorption is a condition in which the cells lining the intestine cannot take in the sugars glucose and galactose, which prevents proper digestion of these molecules and larger molecules made from them.  Glucose and galactose are called simple sugars, or monosaccharides. Sucrose (table sugar) and lactose (the sugar found in milk) are called disaccharides because they are made from two simple sugars, and are broken down into these simple sugars during digestion. Sucrose is broken down into glucose and another simple sugar called fructose, and lactose is broken down into glucose and galactose. As a result, lactose, sucrose and other compounds made from sugar molecules (carbohydrates) cannot be digested by individuals with glucose-galactose malabsorption.  Glucose-galactose malabsorption generally becomes apparent in the first few weeks of a baby's life. Affected infants experience severe diarrhea resulting in life-threatening dehydration, increased acidity of the blood and tissues (acidosis), and weight loss when fed breast milk or regular infant formulas. However, they are able to digest fructose-based formulas that do not contain glucose or galactose. Some affected children are better able to tolerate glucose and galactose as they get older.  Small amounts of glucose in the urine (mild glucosuria) may occur intermittently in this disorder. Affected individuals may also develop kidney stones or more widespread deposits of calcium within the kidneys.",glucose-galactose malabsorption,0000414,GHR,https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,C0268186,T019,Disorders
How many people are affected by glucose-galactose malabsorption ?,0000414-2,frequency,"Glucose-galactose malabsorption is a rare disorder; only a few hundred cases have been identified worldwide. However, as many as 10 percent of the population may have a somewhat reduced capacity for glucose absorption without associated health problems. This condition may be a milder variation of glucose-galactose malabsorption.",glucose-galactose malabsorption,0000414,GHR,https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,C0268186,T019,Disorders
What are the genetic changes related to glucose-galactose malabsorption ?,0000414-3,genetic changes,"Mutations in the SLC5A1 gene cause glucose-galactose malabsorption.  The SLC5A1 gene provides instructions for producing a sodium/glucose cotransporter protein called SGLT1. This protein is found mainly in the intestinal tract and, to a lesser extent, in the kidneys, where it is involved in transporting glucose and the structurally similar galactose across cell membranes.  The sodium/glucose cotransporter protein is important in the functioning of intestinal epithelial cells, which are cells that line the walls of the intestine. These cells have fingerlike projections called microvilli that absorb nutrients from food as it passes through the intestine. Based on their appearance, groups of these microvilli are known collectively as the brush border. The sodium/glucose cotransporter protein is involved in the process of using energy to move glucose and galactose across the brush border membrane for absorption, a mechanism called active transport. Sodium and water are transported across the brush border along with the sugars in this process.  Mutations that prevent the sodium/glucose cotransporter protein from performing this function result in a buildup of glucose and galactose in the intestinal tract. This failure of active transport prevents the glucose and galactose from being absorbed and providing nourishment to the body. In addition, the water that normally would have been transported across the brush border with the sugar instead remains in the intestinal tract to be expelled with the stool, resulting in dehydration of the body's tissues and severe diarrhea.",glucose-galactose malabsorption,0000414,GHR,https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,C0268186,T019,Disorders
Is glucose-galactose malabsorption inherited ?,0000414-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. Most often, the parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but do not show signs and symptoms of the condition. In some cases, individuals with one altered gene have reduced levels of glucose absorption capacity as measured in laboratory tests, but this has not generally been shown to have significant health effects.",glucose-galactose malabsorption,0000414,GHR,https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,C0268186,T019,Disorders
What are the treatments for glucose-galactose malabsorption ?,0000414-5,treatment,These resources address the diagnosis or management of glucose-galactose malabsorption:  - Genetic Testing Registry: Congenital glucose-galactose malabsorption   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,glucose-galactose malabsorption,0000414,GHR,https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,C0268186,T019,Disorders
What is (are) GLUT1 deficiency syndrome ?,0000415-1,information,"GLUT1 deficiency syndrome is a disorder affecting the nervous system that can have a variety of neurological signs and symptoms. Approximately 90 percent of affected individuals have a form of the disorder often referred to as common GLUT1 deficiency syndrome. These individuals generally have frequent seizures (epilepsy) beginning in the first months of life. In newborns, the first sign of the disorder may be involuntary eye movements that are rapid and irregular. Babies with common GLUT1 deficiency syndrome have a normal head size at birth, but growth of the brain and skull is often slow, which can result in an abnormally small head size (microcephaly). People with this form of GLUT1 deficiency syndrome may have developmental delay or intellectual disability. Most affected individuals also have other neurological problems, such as stiffness caused by abnormal tensing of the muscles (spasticity), difficulty in coordinating movements (ataxia), and speech difficulties (dysarthria). Some experience episodes of confusion, lack of energy (lethargy), headaches, or muscle twitches (myoclonus), particularly during periods without food (fasting).  About 10 percent of individuals with GLUT1 deficiency syndrome have a form of the disorder often known as non-epileptic GLUT1 deficiency syndrome, which is usually less severe than the common form. People with the non-epileptic form do not have seizures, but they may still have developmental delay and intellectual disability. Most have movement problems such as ataxia or involuntary tensing of various muscles (dystonia); the movement problems may be more pronounced than in the common form.  Several conditions that were originally given other names have since been recognized to be variants of GLUT1 deficiency syndrome. These include paroxysmal choreoathetosis with spasticity (dystonia 9); paroxysmal exercise-induced dyskinesia and epilepsy (dystonia 18); and certain types of epilepsy. In rare cases, people with variants of GLUT1 deficiency syndrome produce abnormal red blood cells and have uncommon forms of a blood condition known as anemia, which is characterized by a shortage of red blood cells.",GLUT1 deficiency syndrome,0000415,GHR,https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,C1847501,T047,Disorders
How many people are affected by GLUT1 deficiency syndrome ?,0000415-2,frequency,"GLUT1 deficiency syndrome is a rare disorder. Approximately 500 cases have been reported worldwide since the disorder was first identified in 1991. In Australia, the prevalence of the disorder has been estimated at 1 in 90,000 people. However, researchers suggest that the disorder may be underdiagnosed, because many neurological disorders can cause similar symptoms.",GLUT1 deficiency syndrome,0000415,GHR,https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,C1847501,T047,Disorders
What are the genetic changes related to GLUT1 deficiency syndrome ?,0000415-3,genetic changes,"GLUT1 deficiency syndrome is caused by mutations in the SLC2A1 gene. This gene provides instructions for producing a protein called the glucose transporter protein type 1 (GLUT1). The GLUT1 protein is embedded in the outer membrane surrounding cells, where it transports a simple sugar called glucose into cells from the blood or from other cells for use as fuel.  In the brain, the GLUT1 protein is involved in moving glucose, which is the brain's main energy source, across the blood-brain barrier. The blood-brain barrier acts as a boundary between tiny blood vessels (capillaries) and the surrounding brain tissue; it protects the brain's delicate nerve tissue by preventing many other types of molecules from entering the brain. The GLUT1 protein also moves glucose between cells in the brain called glia, which protect and maintain nerve cells (neurons).  SLC2A1 gene mutations reduce or eliminate the function of the GLUT1 protein. Having less functional GLUT1 protein reduces the amount of glucose available to brain cells, which affects brain development and function.",GLUT1 deficiency syndrome,0000415,GHR,https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,C1847501,T047,Disorders
Is GLUT1 deficiency syndrome inherited ?,0000415-4,inheritance,"This condition is usually inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. About 90 percent of cases of GLUT1 deficiency syndrome result from new mutations in the gene. These cases occur in people with no history of the disorder in their family. In other cases, an affected person inherits the mutation from an affected parent.  In a small number of families, GLUT1 deficiency syndrome is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",GLUT1 deficiency syndrome,0000415,GHR,https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,C1847501,T047,Disorders
What are the treatments for GLUT1 deficiency syndrome ?,0000415-5,treatment,These resources address the diagnosis or management of GLUT1 deficiency syndrome:  - G1D Registry  - Gene Review: Gene Review: Glucose Transporter Type 1 Deficiency Syndrome  - Genetic Testing Registry: Glucose transporter type 1 deficiency syndrome  - The Glucose Transporter Type 1 Deficiency Syndrome Research Consortium (G1DRC)   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,GLUT1 deficiency syndrome,0000415,GHR,https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,C1847501,T047,Disorders
What is (are) glutamate formiminotransferase deficiency ?,0000416-1,information,"Glutamate formiminotransferase deficiency is an inherited disorder that affects physical and mental development. There are two forms of this condition, which are distinguished by the severity of symptoms.  People with the mild form of glutamate formiminotransferase deficiency have minor delays in physical and mental development and may have mild intellectual disability. They also have unusually high levels of a molecule called formiminoglutamate (FIGLU) in their urine.  Individuals affected by the severe form of this disorder have profound intellectual disability and delayed development of motor skills such as sitting, standing, and walking. In addition to FIGLU in their urine, they have elevated amounts of certain B vitamins (called folates) in their blood.  The severe form of glutamate formiminotransferase deficiency is also characterized by megaloblastic anemia. Megaloblastic anemia occurs when a person has a low number of red blood cells (anemia), and the remaining red blood cells are larger than normal (megaloblastic). The symptoms of this blood disorder may include decreased appetite, lack of energy, headaches, pale skin, and tingling or numbness in the hands and feet.",glutamate formiminotransferase deficiency,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,C0268609,T047,Disorders
How many people are affected by glutamate formiminotransferase deficiency ?,0000416-2,frequency,"Glutamate formiminotransferase deficiency is a rare disorder; approximately 20 affected individuals have been identified. Of these, about one-quarter have the severe form of the disorder. Everyone reported with the severe form has been of Japanese origin. The remaining individuals, who come from a variety of ethnic backgrounds, are affected by the mild form of the condition.",glutamate formiminotransferase deficiency,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,C0268609,T047,Disorders
What are the genetic changes related to glutamate formiminotransferase deficiency ?,0000416-3,genetic changes,"Mutations in the FTCD gene cause glutamate formiminotransferase deficiency. The FTCD gene provides instructions for making the enzyme formiminotransferase cyclodeaminase. This enzyme is involved in the last two steps in the breakdown (metabolism) of the amino acid histidine, a building block of most proteins. It also plays a role in producing one of several forms of the vitamin folate, which has many important functions in the body.  FTCD gene mutations that cause glutamate formiminotransferase deficiency reduce or eliminate the function of the enzyme. It is unclear how these changes are related to the specific health problems associated with the mild and severe forms of glutamate formiminotransferase deficiency, or why individuals are affected by one form or the other.",glutamate formiminotransferase deficiency,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,C0268609,T047,Disorders
Is glutamate formiminotransferase deficiency inherited ?,0000416-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",glutamate formiminotransferase deficiency,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,C0268609,T047,Disorders
What are the treatments for glutamate formiminotransferase deficiency ?,0000416-5,treatment,These resources address the diagnosis or management of glutamate formiminotransferase deficiency:  - Baby's First Test  - Genetic Testing Registry: Glutamate formiminotransferase deficiency   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,glutamate formiminotransferase deficiency,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,C0268609,T047,Disorders
What is (are) glutaric acidemia type I ?,0000417-1,information,"Glutaric acidemia type I is an inherited disorder in which the body is unable to process certain proteins properly. People with this disorder have inadequate levels of an enzyme that helps break down the amino acids lysine, hydroxylysine, and tryptophan, which are building blocks of protein. Excessive levels of these amino acids and their intermediate breakdown products can accumulate and cause damage to the brain, particularly the basal ganglia, which are regions that help control movement. Intellectual disability may also occur.  The severity of glutaric acidemia type I varies widely; some individuals are only mildly affected, while others have severe problems. In most cases, signs and symptoms first occur in infancy or early childhood, but in a small number of affected individuals, the disorder first becomes apparent in adolescence or adulthood.  Some babies with glutaric acidemia type I are born with unusually large heads (macrocephaly). Affected individuals may have difficulty moving and may experience spasms, jerking, rigidity, or decreased muscle tone. Some individuals with glutaric acidemia have developed bleeding in the brain or eyes that could be mistaken for the effects of child abuse. Strict dietary control may help limit progression of the neurological damage. Stress caused by infection, fever or other demands on the body may lead to worsening of the signs and symptoms, with only partial recovery.",glutaric acidemia type I,0000417,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-i,C0268595,T046,Disorders
How many people are affected by glutaric acidemia type I ?,0000417-2,frequency,"Glutaric acidemia type I occurs in approximately 1 of every 30,000 to 40,000 individuals. It is much more common in the Amish community and in the Ojibwa population of Canada, where up to 1 in 300 newborns may be affected.",glutaric acidemia type I,0000417,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-i,C0268595,T046,Disorders
What are the genetic changes related to glutaric acidemia type I ?,0000417-3,genetic changes,"Mutations in the GCDH gene cause glutaric acidemia type I.  The GCDH gene provides instructions for making the enzyme glutaryl-CoA dehydrogenase. This enzyme is involved in processing the amino acids lysine, hydroxylysine, and tryptophan.  Mutations in the GCDH gene prevent production of the enzyme or result in the production of a defective enzyme that cannot function. This enzyme deficiency allows lysine, hydroxylysine and tryptophan and their intermediate breakdown products to build up to abnormal levels, especially at times when the body is under stress.  The intermediate breakdown products resulting from incomplete processing of lysine, hydroxylysine, and tryptophan can damage the brain, particularly the basal ganglia, causing the signs and symptoms of glutaric acidemia type I.",glutaric acidemia type I,0000417,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-i,C0268595,T046,Disorders
Is glutaric acidemia type I inherited ?,0000417-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",glutaric acidemia type I,0000417,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-i,C0268595,T046,Disorders
What are the treatments for glutaric acidemia type I ?,0000417-5,treatment,"These resources address the diagnosis or management of glutaric acidemia type I:  - Baby's First Test  - Genetic Testing Registry: Glutaric aciduria, type 1   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",glutaric acidemia type I,0000417,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-i,C0268595,T046,Disorders
What is (are) glutaric acidemia type II ?,0000418-1,information,"Glutaric acidemia type II is an inherited disorder that interferes with the body's ability to break down proteins and fats to produce energy. Incompletely processed proteins and fats can build up in the body and cause the blood and tissues to become too acidic (metabolic acidosis).  Glutaric acidemia type II usually appears in infancy or early childhood as a sudden episode called a metabolic crisis, in which acidosis and low blood sugar (hypoglycemia) cause weakness, behavior changes such as poor feeding and decreased activity, and vomiting. These metabolic crises, which can be life-threatening, may be triggered by common childhood illnesses or other stresses.  In the most severe cases of glutaric acidemia type II, affected individuals may also be born with physical abnormalities. These may include brain malformations, an enlarged liver (hepatomegaly), a weakened and enlarged heart (dilated cardiomyopathy), fluid-filled cysts and other malformations of the kidneys, unusual facial features, and genital abnormalities. Glutaric acidemia type II may also cause a characteristic odor resembling that of sweaty feet.  Some affected individuals have less severe symptoms that begin later in childhood or in adulthood. In the mildest forms of glutaric acidemia type II, muscle weakness developing in adulthood may be the first sign of the disorder.",glutaric acidemia type II,0000418,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-ii,C0268596,T046,Disorders
How many people are affected by glutaric acidemia type II ?,0000418-2,frequency,Glutaric acidemia type II is a very rare disorder; its precise incidence is unknown. It has been reported in several different ethnic groups.,glutaric acidemia type II,0000418,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-ii,C0268596,T046,Disorders
What are the genetic changes related to glutaric acidemia type II ?,0000418-3,genetic changes,"Mutations in any of three genes, ETFA, ETFB, and ETFDH, can result in glutaric acidemia type II. The ETFA and ETFB genes provide instructions for producing two protein segments, or subunits, that come together to make an enzyme called electron transfer flavoprotein. The ETFDH gene provides instructions for making another enzyme called electron transfer flavoprotein dehydrogenase.  Glutaric acidemia type II is caused by a deficiency in either of these two enzymes. Electron transfer flavoprotein and electron transfer flavoprotein dehydrogenase are normally active in the mitochondria, which are the energy-producing centers of cells. These enzymes help break down proteins and fats to provide energy for the body. When one of the enzymes is defective or missing, partially broken down nutrients accumulate in the cells and damage them, causing the signs and symptoms of glutaric acidemia type II.  People with mutations that result in a complete loss of either enzyme produced from the ETFA, ETFB or ETFDH genes are likely to experience the most severe symptoms of glutaric acidemia type II. Mutations that allow the enzyme to retain some activity may result in milder forms of the disorder.",glutaric acidemia type II,0000418,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-ii,C0268596,T046,Disorders
Is glutaric acidemia type II inherited ?,0000418-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",glutaric acidemia type II,0000418,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-ii,C0268596,T046,Disorders
What are the treatments for glutaric acidemia type II ?,0000418-5,treatment,"These resources address the diagnosis or management of glutaric acidemia type II:  - Baby's First Test  - Genetic Testing Registry: Glutaric aciduria, type 2   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",glutaric acidemia type II,0000418,GHR,https://ghr.nlm.nih.gov/condition/glutaric-acidemia-type-ii,C0268596,T046,Disorders
What is (are) glutathione synthetase deficiency ?,0000419-1,information,"Glutathione synthetase deficiency is a disorder that prevents the production of an important molecule called glutathione. Glutathione helps prevent damage to cells by neutralizing harmful molecules generated during energy production. Glutathione also plays a role in processing medications and cancer-causing compounds (carcinogens), and building DNA, proteins, and other important cellular components.  Glutathione synthetase deficiency can be classified into three types: mild, moderate, and severe. Mild glutathione synthetase deficiency usually results in the destruction of red blood cells (hemolytic anemia). In addition, affected individuals may release large amounts of a compound called 5-oxoproline in their urine (5-oxoprolinuria). This compound builds up when glutathione is not processed correctly in cells.  Individuals with moderate glutathione synthetase deficiency may experience symptoms beginning shortly after birth including hemolytic anemia, 5-oxoprolinuria, and elevated acidity in the blood and tissues (metabolic acidosis).  In addition to the features present in moderate glutathione synthetase deficiency, individuals affected by the severe form of this disorder may experience neurological symptoms. These problems may include seizures; a generalized slowing down of physical reactions, movements, and speech (psychomotor retardation); intellectual disability; and a loss of coordination (ataxia). Some people with severe glutathione synthetase deficiency also develop recurrent bacterial infections.",glutathione synthetase deficiency,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,C0398746,T047,Disorders
How many people are affected by glutathione synthetase deficiency ?,0000419-2,frequency,Glutathione synthetase deficiency is very rare. This disorder has been described in more than 70 people worldwide.,glutathione synthetase deficiency,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,C0398746,T047,Disorders
What are the genetic changes related to glutathione synthetase deficiency ?,0000419-3,genetic changes,"Mutations in the GSS gene cause glutathione synthetase deficiency. The GSS gene provides instructions for making an enzyme called glutathione synthetase. This enzyme is involved in a process called the gamma-glutamyl cycle, which takes place in most of the body's cells. This cycle is necessary for producing a molecule called glutathione. Glutathione protects cells from damage caused by unstable oxygen-containing molecules, which are byproducts of energy production. Glutathione is called an antioxidant because of its role in protecting cells from the damaging effects of these unstable molecules. Mutations in the GSS gene prevent cells from making adequate levels of glutathione, leading to the signs and symptoms of glutathione synthetase deficiency.",glutathione synthetase deficiency,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,C0398746,T047,Disorders
Is glutathione synthetase deficiency inherited ?,0000419-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",glutathione synthetase deficiency,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,C0398746,T047,Disorders
What are the treatments for glutathione synthetase deficiency ?,0000419-5,treatment,"These resources address the diagnosis or management of glutathione synthetase deficiency:  - Baby's First Test  - Genetic Testing Registry: Glutathione synthetase deficiency of erythrocytes, hemolytic anemia due to  - Genetic Testing Registry: Gluthathione synthetase deficiency   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",glutathione synthetase deficiency,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,C0398746,T047,Disorders
What is (are) glycine encephalopathy ?,0000420-1,information,"Glycine encephalopathy, which is also known as nonketotic hyperglycinemia or NKH, is a genetic disorder characterized by abnormally high levels of a molecule called glycine. This molecule is an amino acid, which is a building block of proteins. Glycine also acts as a neurotransmitter, which is a chemical messenger that transmits signals in the brain. Glycine encephalopathy is caused by the shortage of an enzyme that normally breaks down glycine in the body. A lack of this enzyme allows excess glycine to build up in tissues and organs, particularly the brain, leading to serious medical problems.  The most common form of glycine encephalopathy, called the classical type, appears shortly after birth. Affected infants experience a progressive lack of energy (lethargy), feeding difficulties, weak muscle tone (hypotonia), abnormal jerking movements, and life-threatening problems with breathing. Most children who survive these early signs and symptoms develop profound intellectual disability and seizures that are difficult to treat. For unknown reasons, affected males are more likely to survive and have less severe developmental problems than affected females.  Researchers have identified several other types of glycine encephalopathy with variable signs and symptoms. The most common of these atypical types is called the infantile form. Children with this condition develop normally until they are about 6 months old, when they experience delayed development and may begin having seizures. As they get older, many develop intellectual disability, abnormal movements, and behavioral problems. Other atypical types of glycine encephalopathy appear later in childhood or adulthood and cause a variety of medical problems that primarily affect the nervous system.  Rarely, the characteristic features of classical glycine encephalopathy improve with time. These cases are classified as transient glycine encephalopathy. In this form of the condition, glycine levels decrease to normal or near-normal after being very high at birth. Many children with temporarily high glycine levels go on to develop normally and experience few long-term medical problems. Intellectual disability and seizures occur in some affected individuals, however, even after glycine levels decrease.",glycine encephalopathy,0000420,GHR,https://ghr.nlm.nih.gov/condition/glycine-encephalopathy,C0751748,T047,Disorders
