question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What are the side effects or risks of Fluticasone and Salmeterol Oral Inhalation ?,0000524-8,side effects,"Fluticasone and salmeterol may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 runny nose, sneezing, sore throat, throat irritation, sinus pain, headache, nausea, vomiting, diarrhea, stomach pain, muscle and bone pain, dizziness, weakness, tiredness, sweating, tooth pain, shaking of a part of your body that you cannot control, sleep problems,  Some side effects can be serious. If you experience any of the following side effects, call your doctor immediately:

 coughing, wheezing, or chest tightness that begins soon after you inhale fluticasone and salmeterol, hives, rash, swelling of the face, throat, tongue, lips, hands, feet, ankles, or lower legs, choking or difficulty swallowing, hoarseness, noisy, high-pitched breathing, pounding fast, or irregular heartbeat, fainting, chest pain, cough, burning or tingling in the hands or feet, white patches in the mouth, fever, chills, and other signs of infection,  Fluticasone and salmeterol may cause children to grow more slowly. Your child's doctor will monitor your child's growth carefully. Talk to your child's doctor about the risks of giving this medication to your child. Fluticasone and salmeterol may increase the risk that you will develop glaucoma or cataracts. You will probably need to have regular eye exams during your treatment with fluticasone and salmeterol. Tell your doctor if you have any of the following: pain, redness, or discomfort of the eyes; blurred vision;seeing halos or bright colors around lights; or any other changes in vision. Talk to your doctor about the risks of using this medication. Fluticasone and salmeterol may increase your risk of developing osteoporosis. Talk to your doctor about the risks of using this medication. Fluticasone and salmeterol may cause other side effects. Call your doctor if you have any unusual problems while using this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Fluticasone and Salmeterol Oral Inhalation,0000524,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a699063.html,,,
What should I know about storage and disposal of Fluticasone and Salmeterol Oral Inhalation ?,0000524-9,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from sunlight, excess heat and moisture (not in the bathroom). Talk to your pharmacist about the proper disposal of your medication. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Fluticasone and Salmeterol Oral Inhalation,0000524,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a699063.html,,,
What to do in case of emergency or overdose of Fluticasone and Salmeterol Oral Inhalation ?,0000524-10,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911. Symptoms of overdose may include the following:

 seizures, chest pain, dizziness, fainting, blurred vision, fast, pounding, or irregular heartbeat, nervousness, headache, shaking of a part of your body that you cannot control, muscle cramps or weakness, dry mouth, nausea, excessive tiredness, lack of energy, difficulty falling asleep or staying asleep, ",Fluticasone and Salmeterol Oral Inhalation,0000524,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a699063.html,,,
What other information should I know about Fluticasone and Salmeterol Oral Inhalation ?,0000524-11,other information,"Keep all appointments with your doctor and your eye doctor. Do not let anyone else use your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Fluticasone and Salmeterol Oral Inhalation,0000524,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a699063.html,,,
What are the brand names of combination products of Fluticasone and Salmeterol Oral Inhalation ?,0000524-12,brand names of combination products,"Advair ®  Diskus , Advair ®  HFA , AirDuo ®  Respiclick, ",Fluticasone and Salmeterol Oral Inhalation,0000524,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a699063.html,,,
What important warning or information should I know about Fluticasone and Vilanterol Oral Inhalation ?,0000525-1,important warning,No information found.,Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
Who should get Fluticasone and Vilanterol Oral Inhalation and why is it prescribed ?,0000525-2,indication,"The combination of fluticasone and vilanterol is used to control wheezing, shortness of breath, coughing, and chest tightness caused by asthma and chronic obstructive pulmonary (COPD; a group of diseases that affect the lungs and airways, that includes chronic bronchitis and emphysema) in adults. It is also used to control difficulty breathing, wheezing, shortness of breath, coughing, and chest tightness caused by asthma in adults and children 5 years of age or older. Fluticasone is in a class of medications called steroids. It works by reducing swelling in the airways. Vilanterol is in a class of medications called long-acting beta-agonists (LABAs). It works by relaxing and opening air passages in the lungs, making it easier to breathe.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
How should Fluticasone and Vilanterol Oral Inhalation be used and what is the dosage ?,0000525-3,usage,"The combination of fluticasone and vilanterol comes as a powder to inhale by mouth using a special inhaler. It is usually inhaled once a day. Inhale fluticasone and vilanterol at around the same time every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part that you do not understand. Do not use more or less of it or use it more often than prescribed by your doctor. Talk to your doctor about how you should take your other oral or inhaled medications for asthma during your treatment with fluticasone and vilanterol inhalation. If you were using a short-acting beta agonist inhaler such as albuterol (Proair, Proventil, Ventolin) on a regular basis, your doctor will probably tell you to stop using it regularly but to continue to use it to treat sudden attacks of asthma symptoms. Follow these directions carefully. Do not change the way you use any of your medications or stop taking any of your medications without talking to your doctor. Do not use fluticasone and vilanterol inhalation during a sudden asthma or COPD attack. Your doctor will prescribe a short acting (rescue) inhaler to use during asthma and COPD attacks. Call your doctor or get emergency medical help if your breathing problems worsen, if you have to use your short-acting inhaler to treat attacks of asthma or COPD more often, or if your short-acting inhaler does not relieve your symptoms. Fluticasone and vilanterol inhalation controls the symptoms of asthma and COPD but does not cure it. Continue to use fluticasone and vilanterol even if you feel well. Do not stop using fluticasone and vilanterol without talking to your doctor. If you stop using fluticasone and vilanterol inhalation, your symptoms may return. Before you use fluticasone and vilanterol inhalation for the first time, read the written instructions that come with it. Ask your doctor, pharmacist, or respiratory therapist to show you how to use the inhaler. Practice using your inhaler while they watch you. If your child will be using the inhaler, be sure that they know how to use it. Watch your child each time they use the inhaler to be sure that they are using it correctly. After inhalation, rinse your mouth with water and spit the water out; do not swallow the water. Ask your pharmacist or doctor for a copy of the manufacturer's information for the patient.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
Are there safety concerns or special precautions about Fluticasone and Vilanterol Oral Inhalation ?,0000525-5,precautions,"Before using fluticasone and vilanterol, tell your doctor and pharmacist if you are allergic to fluticasone (Flonase, Flovent), vilanterol, any other medications, milk protein, or any of the ingredients in fluticasone and vilanterol inhalation. Ask your pharmacist or check the Patient Information for a list of the ingredients., tell your doctor and pharmacist what other prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking. Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you or anyone in your family has or has ever had osteoporosis (a condition in which the bones become weak and fragile), and if you have or have ever had high blood pressure, irregular heartbeat, seizures, hyperthyroidism (condition in which there is too much thyroid hormone in the body), diabetes, low levels of potassium in your blood,tuberculosis (TB; a serious lung infection), glaucoma (an eye disease) or high pressure in the eye, cataracts (clouding of the lens of the eyes), any condition that affects your immune system, or heart or liver disease. Also tell your doctor if you have a herpes eye infection, pneumonia, or any other type of infection., tell your doctor if you are pregnant, plan to become pregnant, or are breast-feeding. If you become pregnant while using fluticasone and vilanterol, call your doctor., if you are having surgery, including dental surgery, tell the doctor or dentist that you are using fluticasone and vilanterol., tell your doctor if you have never had chickenpox or measles and have not been vaccinated against these infections. Stay away from people who are sick, especially people who have chickenpox or measles. If you are exposed to these infections or if you develop symptoms of these infections, call your doctor immediately. You may need to get a vaccine (shot) to protect you from these infections., you should know that fluticasone and vilanterol inhalation sometimes causes wheezing and difficulty breathing immediately after it is inhaled. If this happens, use your fast-acting (rescue) asthma medication right away and call your doctor. Do not use fluticasone and vilanterol inhalation again unless your doctor tells you that you should., ",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What special dietary instructions should I follow with Fluticasone and Vilanterol Oral Inhalation ?,0000525-6,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What should I do if I forget a dose of Fluticasone and Vilanterol Oral Inhalation ?,0000525-7,forget a dose,"Inhale the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not use more than one dose in a day and do not inhale a double dose to make up for a missed one.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What are the side effects or risks of Fluticasone and Vilanterol Oral Inhalation ?,0000525-8,side effects,"Fluticasone and vilanterol may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 headache, nervousness, shaking of a part of your body that you cannot control, joint pain, back pain, hoarseness, runny nose or sore throat,  Some side effects can be serious. If you experience any of the following side effects, call your doctor immediately or get emergency medical treatment:

 hives, rash, swelling of the face, throat, or tongue, pounding, fast, or irregular heartbeat, chest pain, white patches or sores in the mouth or throat, fever, chills, or other signs of infection, cough, difficulty breathing, or change in the color of sputum (the mucus you may cough up),  Fluticasone and vilanterol may cause children to grow more slowly. Your child's doctor will monitor your child's growth carefully. Talk to your child's doctor about the risks of giving this medication to your child. Fluticasone and vilanterol may increase the risk that you will develop glaucoma or cataracts. You will probably need to have regular eye exams during your treatment with fluticasone and vilanterol. Tell your doctor if you have any of the following: pain, redness, or discomfort of the eyes; blurred vision; seeing halos or bright colors around lights; or any other changes in vision. You will probably need to have regular eye exams and bone tests during your treatment with fluticasone and vilanterol. Fluticasone and vilanterol may increase your risk of developing osteoporosis. Talk to your doctor about the risks of using this medication. Fluticasone and vilanterol may cause other side effects. Call your doctor if you have any unusual problems while using this medication.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What should I know about storage and disposal of Fluticasone and Vilanterol Oral Inhalation ?,0000525-9,storage and disposal,"Keep this medication in the foil tray it came in, tightly closed, and out of reach of children. Store it at room temperature and away from sunlight, excess heat and moisture (not in the bathroom). Dispose of the inhaler 6 weeks after you remove it from the foil overwrap or after every blister has been used (when the dose indicator reads 0), whichever comes first. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What to do in case of emergency or overdose of Fluticasone and Vilanterol Oral Inhalation ?,0000525-10,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911. Symptoms of overdose may include the following:

 seizures, chest pain, shortness of breath, dizziness, fast, pounding, or irregular heartbeat, nervousness, headache, shaking of a part of your body that you cannot control, muscle cramps or weakness, dry mouth, nausea, excessive tiredness, difficulty falling asleep or staying asleep, ",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What other information should I know about Fluticasone and Vilanterol Oral Inhalation ?,0000525-11,other information,"Keep all appointments with your doctor. Do not let anyone else use your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
What are the brand names of combination products of Fluticasone and Vilanterol Oral Inhalation ?,0000525-12,brand names of combination products,"Breo Ellipta ® , ",Fluticasone and Vilanterol Oral Inhalation,0000525,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a613037.html,,,
Who should get Fluticasone Nasal Spray and why is it prescribed ?,0000526-1,indication,"Nonprescription (over the counter) fluticasone nasal spray is used to relieve symptoms of rhinitis such as sneezing and a runny, stuffy, or itchy nose and itchy, watery eyes caused by hay fever or other allergies (caused by an allergy to pollen, mold, dust, or pets). Prescription fluticasone nasal spray is used to relieve symptoms of nonallergic rhinitis such as sneezing and runny or stuffy nose which are not caused by allergies. Prescription fluticasone nasal spray (Xhance) is used to treat nasal polyps (swelling of the lining of the nose). Fluticasone nasal spray should not be used to treat symptoms (e.g., sneezing, stuffy, runny, itchy nose) caused by the common cold. Fluticasone is in a class of medications called corticosteroids. It works by blocking the release of certain natural substances that cause allergy symptoms.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
How should Fluticasone Nasal Spray be used and what is the dosage ?,0000526-2,usage,"Fluticasone comes as a (prescription and nonprescription) liquid to spray in the nose. When nonprescription fluticasone nasal spray is used to relieve hay fever and other allergy symptoms, it is usually sprayed in each nostril once daily. When prescription fluticasone nasal spray is used to treat nonallergic rhinitis, it is usually sprayed in each nostril one or two times a day. When prescription fluticasone nasal spray is used to treat nasal polyps, it is usually sprayed in each nostril two times a day. Follow the directions on your prescription or product label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use fluticasone exactly as directed. Do not use more or less of it or use it more often than directed on the package label or prescribed by your doctor. Fluticasone nasal spray is only for use in the nose. Do not swallow the nasal spray and be careful not to spray it into your eyes or mouth. Each bottle of fluticasone nasal spray should only be used by one person. Do not share fluticasone nasal spray because this may spread germs. Fluticasone nasal spray controls the symptoms of hay fever, allergies, nonallergic rhinitis, or nasal polyps, but does not cure these conditions. Your symptoms may begin to improve 1 to 2 days after you first use fluticasone, but it may take longer before you feel the full benefit of fluticasone nasal spray. Fluticasone works best when used regularly. Use fluticasone on a regular schedule unless your doctor has told you to use it as needed. Call your doctor if your symptoms get worse or do not improve after you use nonprescription fluticasone nasal spray daily for 1 week. Fluticasone nasal spray is designed to provide a certain number of sprays. After the marked number of sprays has been used, the remaining sprays in the bottle might not contain the correct amount of medication. You should keep track of the number of sprays you have used and dispose of the bottle after you have used the marked number of sprays even if it still contains some liquid. Before you use fluticasone nasal spray for the first time, read the written directions that come with it. Ask your doctor or pharmacist if you have any questions about how to use the nasal spray. If you are using fluticasone nasal spray to treat hay fever, other allergy symptoms, or nonallergic rhinitis, follow these steps:

 Shake the bottle gently before each use., Remove the dust cover., If you are using the nasal spray pump for the first time or if you haven't used your nasal spray for a period of time, you must prime the pump. Carefully read the instructions that come with your nasal spray pump, and ask your doctor or pharmacist to show you how and when to prime the nasal spray pump., Blow your nose until your nostrils are clear., Close one nostril by gently placing your finger against the side of your nose, tilt your head slightly forward and, keeping the bottle upright, insert the nasal tip into the other nostril. Begin to breathe in through your nose. While you are breathing, pump the spray bottle to release a spray according to the instructions that come with your nasal spray pump. Breathe gently in through the nostril and breathe out through your mouth., If your doctor told you to use two sprays in each nostril, repeat step 5., Wipe the applicator with a clean tissue and replace the plastic cap on the bottle., ",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
Are there safety concerns or special precautions about Fluticasone Nasal Spray ?,0000526-4,precautions,"Before using fluticasone nasal spray, tell your doctor and pharmacist if you are allergic to fluticasone, any other medications, or any of the ingredients in fluticasone nasal spray. Check the package label or ask your pharmacist for a list of the ingredients., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking, or have recently taken, or plan to take Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you have recently had surgery on your nose, or injured your nose in any way, or if you have sores in your nose, if you have or have ever had cataracts (clouding of the lens of the eye), glaucoma (an eye disease), asthma (sudden episodes of wheezing, shortness of breath, and trouble breathing), any type of infection, or a herpes infection of the eye (an infection that causes a sore on the eyelid or eye surface). Also tell your doctor if you have chicken pox, measles, or tuberculosis (TB; a type of lung infection), or if you have been around someone who has one of these conditions., tell your doctor if you are pregnant, plan to become pregnant, or are breastfeeding. If you become pregnant while using fluticasone nasal spray, call your doctor., ",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What special dietary instructions should I follow with Fluticasone Nasal Spray ?,0000526-5,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What should I do if I forget a dose of Fluticasone Nasal Spray ?,0000526-6,forget a dose,"Use the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not use a double dose to make up for a missed one.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What are the side effects or risks of Fluticasone Nasal Spray ?,0000526-7,side effects,"Fluticasone nasal spray may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 headache, dryness, stinging, burning or irritation in the nose, nausea, vomiting, diarrhea, bloody mucus in nose, dizziness,  Some side effects can be serious. If you experience any of these symptoms, stop using fluticasone nasal spray and call your doctor or get emergency medical treatment:

 severe face pain, thick nasal discharge, fever, sore throat, chills, cough, and other signs of infection, whistling sound from the nose, hives, rash, itching, swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs, hoarseness, difficulty breathing or swallowing, wheezing, feeling faint, severe or frequent nosebleeds,  You should know that this medication may cause children to grow at a slower rate. Talk to your child's doctor if your child is 2 to 11 years of age and needs to use the nonprescription fluticasone nasal spray for more than 2 months per year or if your child is 12 years of age or older and needs to use the nonprescription fluticasone nasal spray for more than 6 months per year. Fluticasone may increase the risk that you will develop glaucoma or cataracts. You will probably need to have regular eye exams during your treatment with fluticasone. Tell your doctor if you have any of the following: pain, redness, or discomfort of the eyes; blurred vision; seeing halos or bright colors around lights; or any other changes in vision. Talk to your doctor about the risks of using this medication. Fluticasone nasal spray may cause other side effects. Call your doctor if you have any unusual problems while using this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What should I know about storage and disposal of Fluticasone Nasal Spray ?,0000526-8,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess light, heat and moisture (not in the bathroom). It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What to do in case of emergency or overdose of Fluticasone Nasal Spray ?,0000526-9,emergency or overdose,"If someone swallows fluticasone nasal spray, call your local poison control center at 1-800-222-1222. If the victim has collapsed or is not breathing, call local emergency services at 911.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What other information should I know about Fluticasone Nasal Spray ?,0000526-10,other information,"It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
What are the brand names of Fluticasone Nasal Spray ?,0000526-11,brand names,"Flonase ®  Nasal Spray ¶ , Flonase ®  Allergy Relief Nasal Spray, Flonase ®  Sensimist Allergy Relief Nasal Spray, Xhance ®  Nasal Spray, Dymista ®  Nasal Spray (as a combination product containing Fluticasone, Azelastine), ",Fluticasone Nasal Spray,0000526,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a695002.html,,,
Who should get Fluticasone Oral Inhalation and why is it prescribed ?,0000527-1,indication,"Fluticasone oral inhalation is used to prevent difficulty breathing, chest tightness, wheezing, and coughing caused by asthma in adults and children. It is in a class of medications called corticosteroids. Fluticasone works by decreasing swelling and irritation in the airways to allow for easier breathing.",Fluticasone Oral Inhalation,0000527,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601056.html,,,
How should Fluticasone Oral Inhalation be used and what is the dosage ?,0000527-2,usage,"Fluticasone comes as an aerosol to inhale by mouth using an inhaler and as a powder to inhale by mouth using an inhaler. Fluticasone aerosol oral inhalation (Flovent HFA) is usually inhaled twice daily. Fluticasone powder for oral inhalation is usually inhaled once daily (Armonair, Arnuity Ellipta) or twice daily (Armonair Respiclick, Flovent Diskus). Try to use fluticasone at around the same times every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use fluticasone exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor. Talk to your doctor about how you should use your other oral and inhaled medications for asthma during your treatment with fluticasone inhalation. If you are using any other inhaled medications, ask your doctor if you should inhale these medications a certain amount of time before and after you inhale fluticasone inhalation. If you were taking an oral steroid such as dexamethasone, methylprednisolone (Medrol), or prednisone (Rayos), your doctor may want to gradually decrease your steroid dose starting at least 1 week after you begin to use fluticasone. Fluticasone helps to prevent asthma attacks (sudden episodes of shortness of breath, wheezing, and coughing) but will not stop an asthma attack that has already started. Do not use fluticasone during an asthma attack. Your doctor will prescribe a short-acting inhaler to use during asthma attacks. Your doctor will probably start you on an average dose of fluticasone. Your doctor may decrease your dose when your symptoms are controlled or increase it if your symptoms have not improved after at least 2 weeks. Fluticasone controls asthma but does not cure it. Your symptoms may improve 24 hours after you begin using fluticasone, but it may take 2 weeks or longer before you feel the full benefit of the medication. Continue to use fluticasone even if you feel well. Do not stop using fluticasone without talking to your doctor. If your child will be using the inhaler, be sure that they know how to use it. Watch your child each time they use the inhaler to be sure that they are using it correctly. Tell your doctor if your asthma worsens during your treatment. Call your doctor if you have an asthma attack that does not stop when you use your fast-acting asthma medication, or if you need to use more of your fast-acting medication than usual. The inhaler that comes with fluticasone aerosol is designed for use only with a canister of fluticasone. Never use it to inhale any other medication, and never use any other inhaler to inhale fluticasone. Each product is designed to provide 30, 60, or120 inhalations, depending on the type of inhaler. After the labeled number of inhalations has been used, later inhalations may not contain the correct amount of medication. You should keep track of the number of inhalations you have used. You can divide the number of inhalations in your inhaler by the number of inhalations you use each day to find out how many days your inhaler will last. Dispose of the canister after you have used the labeled number of inhalations even if it still contains some liquid and continues to release a spray when it is pressed. Do not float the canister in water to see if it still contains medication. Do not use your fluticasone aerosol inhaler while you are near an open flame or a heat source. The inhaler may explode if it is exposed to very high temperatures. Before you use fluticasone the first time, read the written instructions that come with it. Look at the diagrams carefully and be sure that you recognize all the parts of the inhaler. Ask your doctor, pharmacist, or respiratory therapist to show you how to use it. Practice using the inhaler while they watch you.",Fluticasone Oral Inhalation,0000527,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601056.html,,,
